,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Historical Data: South African Benchmark Overnight Rate (SABOR) and ,,,,,
Overnight Foreigh Exchange (FX) Rate,,,,,
,,,,,
,,,,,
,SABOR (%), Vol (Rmill) ,,FX (%) ,Vol (Rmill)
"29-Jun-17,Thu",6.991," R 51,561 ",,7.220," R 4,120 "
"30-Jun-17,Fri",6.997," R 44,932 ",,7.450," R 5,513 "
"03-Jul-17,Mon",7.056," R 43,453 ",,8.300," R 3,957 "
"04-Jul-17,Tue",7.035," R 48,599 ",,,
"05-Jul-17,Wed",7.022," R 49,847 ",,7.980," R 4,380 "
"06-Jul-17,Thu",7.024," R 50,105 ",,7.980," R 1,990 "
"07-Jul-17,Fri",7.025," R 47,133 ",,8.030," R 3,149 "
"10-Jul-17,Mon",6.988," R 43,684 ",,7.500," R 1,778 "
"11-Jul-17,Tue",6.992," R 45,012 ",,7.500," R 2,548 "
"12-Jul-17,Wed",6.988," R 46,965 ",,7.500," R 4,733 "
"13-Jul-17,Thu",6.993," R 46,373 ",,7.620," R 2,054 "
"14-Jul-17,Fri",6.998," R 47,244 ",,7.620," R 3,608 "
"17-Jul-17,Mon",6.999," R 44,670 ",,7.700," R 2,450 "
"18-Jul-17,Tue",7.013," R 43,602 ",,7.880," R 2,501 "
"19-Jul-17,Wed",6.999," R 47,062 ",,7.620," R 3,900 "
"20-Jul-17,Thu",6.992," R 46,837 ",,7.520," R 2,012 "
"21-Jul-17,Fri",6.745," R 47,477 ",,7.250," R 1,861 "
"24-Jul-17,Mon",6.735," R 48,537 ",,7.200," R 2,046 "
"25-Jul-17,Tue",6.740," R 49,216 ",,7.150," R 1,004 "
"26-Jul-17,Wed",6.743," R 49,422 ",,7.100," R 2,327 "
"27-Jul-17,Thu",6.745," R 45,920 ",,7.180," R 2,356 "
"28-Jul-17,Fri",6.739," R 44,397 ",,7.150," R 2,099 "
"31-Jul-17,Mon",6.759," R 42,126 ",,7.500," R 1,654 "
"01-Aug-17,Tue",6.769," R 41,665 ",,7.160, R 786 
"02-Aug-17,Wed",6.754," R 50,950 ",,7.350," R 3,736 "
"03-Aug-17,Thu",6.767," R 51,771 ",,7.480," R 5,991 "
"04-Aug-17,Fri",6.762," R 50,093 ",,7.400," R 4,772 "
"07-Aug-17,Mon",6.756," R 52,306 ",,7.460," R 3,826 "
"08-Aug-17,Tue",6.765," R 51,417 ",,7.460, R - 
"09-Aug-17,Wed",6.765," R 51,417 ",,7.460, R - 
"10-Aug-17,Thu",6.752," R 51,220 ",,7.100," R 4,929 "
"11-Aug-17,Fri",6.740," R 50,871 ",,7.030," R 4,894 "
"14-Aug-17,Mon",6.747," R 47,570 ",,7.250," R 4,372 "
"15-Aug-17,Tue",6.746," R 46,680 ",,7.250, R - 
"16-Aug-17,Wed",6.738," R 47,304 ",,7.100," R 4,375 "
"17-Aug-17,Thu",6.739," R 47,729 ",,7.050," R 5,654 "
"18-Aug-17,Fri",6.735," R 44,817 ",,7.100," R 8,638 "
"21-Aug-17,Mon",6.733," R 44,439 ",,6.927," R 2,168 "
"22-Aug-17,Tue",6.725," R 45,657 ",,6.952," R 6,268 "
"23-Aug-17,Wed",6.725," R 45,143 ",,7.000," R 1,591 "
"24-Aug-17,Thu",6.726," R 44,559 ",,7.000," R 5,119 "
"25-Aug-17,Fri",6.727," R 46,656 ",,6.986," R 4,873 "
"28-Aug-17,Mon",6.733," R 45,837 ",,6.983," R 4,456 "
"29-Aug-17,Tue",6.747," R 43,673 ",,7.080," R 4,029 "
"30-Aug-17,Wed",6.745," R 44,228 ",,7.300," R 3,590 "
"31-Aug-17,Thu",6.749," R 41,892 ",,7.500," R 9,068 "
"01-Sep-17,Fri",6.718," R 45,241 ",,6.966," R 12,571 "
"04-Sep-17,Mon",6.718," R 48,845 ",,6.966, R - 
"05-Sep-17,Tue",6.735," R 51,051 ",,7.050," R 6,196 "
"06-Sep-17,Wed",6.719," R 50,225 ",,6.930," R 3,763 "
"07-Sep-17,Thu",6.717," R 48,771 ",,6.973," R 8,409 "
"08-Sep-17,Fri",6.713," R 45,527 ",,7.010," R 7,085 "
"11-Sep-17,Mon",6.706," R 45,725 ",,7.067," R 5,432 "
"12-Sep-17,Tue",6.697," R 44,856 ",,6.948," R 3,881 "
"13-Sep-17,Wed",6.707," R 46,933 ",,7.020," R 1,149 "
"14-Sep-17,Thu",6.737," R 45,731 ",,7.000," R 2,464 "
"15-Sep-17,Fri",6.725," R 45,372 ",,6.812," R 9,966 "
"18-Sep-17,Mon",6.729," R 52,875 ",,6.950," R 4,312 "
"19-Sep-17,Tue",6.730," R 49,061 ",,6.950," R 5,334 "
"20-Sep-17,Wed",6.738," R 49,774 ",,6.740," R 3,732 "
"21-Sep-17,Thu",6.725," R 45,707 ",,6.714," R 8,909 "
"22-Sep-17,Fri",6.713," R 45,585 ",,6.700," R 6,464 "
"25-Sep-17,Mon",6.713," R 45,585 ",,6.700," R 6,464 "
"26-Sep-17,Tue",6.698," R 48,619 ",,7.100," R 4,234 "
"27-Sep-17,Wed",6.684," R 51,442 ",,7.000," R 4,234 "
"28-Sep-17,Thu",6.720," R 47,429 ",,7.100," R 5,956 "
"29-Sep-17,Fri",6.765," R 50,158 ",,7.600," R 2,995 "
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
